ID	TARGET
5262	3
2332	3
3619	1
82	1
1501	3
9024	3
7831	2
2928	1
8113	3
3203	3
1621	0
3543	2
8969	3
1262	1
304	2
6160	1
2478	0
6731	1
7589	3
2888	1
5151	1
3234	3
6217	3
5744	2
4480	1
5059	2
6917	2
7526	1
8949	1
8955	2
8266	0
2161	1
8084	3
355	1
8973	1
3767	2
959	0
1508	1
3897	0
8041	2
4540	2
6884	3
4641	1
6504	3
6501	0
1862	1
9081	1
7816	1
8260	1
8139	1
733	2
7804	2
7265	2
2662	3
8149	1
9019	2
6603	1
8759	1
1033	3
7771	2
9214	2
126	2
5087	2
2590	2
764	2
1506	2
5700	3
1315	3
7703	1
1078	1
2472	2
2620	3
7896	2
6747	1
7050	1
9139	2
636	2
3222	1
4893	1
4208	1
5240	1
1811	0
829	2
5305	0
8361	3
3235	1
7997	1
6349	1
8210	3
391	1
897	2
8606	1
3622	2
3735	2
4380	1
7697	1
3710	3
143	1
8133	2
8172	3
8224	2
1491	2
7207	1
4749	3
1728	2
849	1
1564	2
9131	2
8633	0
629	2
9087	0
4752	3
4875	2
5370	2
4784	1
8489	1
7881	3
6786	2
1494	2
811	3
6358	3
2642	2
6533	2
6494	2
4645	1
8794	1
4479	3
893	2
4377	3
8083	1
5701	2
1016	3
2283	1
2865	2
5432	2
6118	1
7769	2
923	2
2665	1
5980	2
2559	3
4036	2
2934	3
2715	1
7098	3
7336	2
5053	2
5457	2
6538	1
8895	3
3807	0
8395	1
121	2
6080	2
3632	2
5123	1
2028	2
3445	3
7412	1
6252	1
3227	3
5052	1
2987	2
4459	1
8782	1
2437	1
6925	2
8211	2
8147	2
8739	2
3905	2
469	3
6768	1
5985	1
610	1
6409	1
7529	1
9088	3
8255	3
6780	2
5055	3
6299	1
4787	2
4544	1
6421	2
972	1
5916	3
5283	3
7752	3
8453	2
1799	1
8424	2
540	3
8728	1
4000	2
1624	1
4039	2
990	2
306	2
2830	3
3451	2
8022	1
653	3
5887	1
1906	3
1703	2
7542	3
1541	2
3408	3
7610	2
9098	1
5497	0
7659	3
7587	1
6447	1
621	2
4504	2
1724	2
1291	2
2346	2
8202	0
7248	3
7678	1
175	1
6581	1
4078	3
983	3
7617	1
7595	1
3415	0
4389	0
3348	2
8406	1
86	1
2057	1
1676	2
8911	1
3615	2
3334	1
2579	1
4250	2
4255	2
8597	2
4162	1
872	2
3750	1
7913	1
2524	2
2931	2
3729	3
823	3
2586	2
685	1
1453	2
9193	0
6101	1
8433	1
503	2
6989	1
7244	3
8310	1
3880	2
572	0
7540	1
2850	3
505	2
824	1
7914	0
4055	3
269	2
9113	1
714	1
3892	1
1743	1
7629	2
1539	3
510	3
319	1
3556	2
3529	1
4967	2
2207	3
8733	1
7042	1
9132	1
223	3
2898	2
6342	3
571	0
8730	0
7346	3
3666	1
5328	1
6872	1
4553	1
7002	2
7963	2
6354	2
8163	1
2488	1
4342	2
1075	2
6314	3
6286	2
7661	2
1121	2
5865	3
1456	3
696	0
4814	3
3757	3
8907	1
8845	1
9166	1
8540	1
6377	2
2947	1
3057	3
1818	2
4239	2
4463	2
4483	3
747	3
8724	1
7436	3
825	2
4340	1
530	1
2654	3
2811	3
4082	3
8198	1
3763	1
190	1
3606	0
1147	0
7116	1
2221	2
3743	1
3722	2
4432	1
6487	1
7640	3
4636	1
3675	2
5331	2
9220	2
7846	1
6820	2
9003	1
5731	3
8735	2
7408	1
7740	1
7331	2
2476	1
381	2
5579	1
4223	1
7208	1
1692	3
4736	0
598	3
4156	2
1231	0
5013	1
3926	1
4895	2
7797	0
7971	1
2377	2
7634	2
7226	3
8665	2
3114	3
5358	1
1716	1
6146	1
5976	2
7181	2
6983	1
4018	0
4012	2
2685	1
417	2
2019	2
1359	2
1795	3
4466	2
5823	2
7837	2
566	3
5096	2
627	2
477	2
8300	2
443	1
7925	1
5216	1
4770	3
3636	2
6562	2
8479	1
1357	2
3699	1
8688	1
4310	1
3300	1
7743	3
7962	1
7772	0
1188	2
4526	3
5769	1
7969	2
3310	3
6012	0
344	1
7794	2
5751	1
519	2
6827	0
4405	2
2823	2
8684	1
1139	1
2773	2
3754	1
6634	2
5893	0
7130	2
6490	1
5380	3
7688	2
2370	3
628	1
8839	1
5071	2
8744	2
3903	2
3248	1
4966	2
7240	3
6287	3
437	2
3671	1
8364	3
7675	1
5392	2
3883	2
3431	1
4321	1
4639	2
4914	3
7981	1
6340	1
3466	1
1668	1
7723	2
1963	2
673	1
4660	2
6798	1
3659	2
3153	1
3664	1
8374	1
6914	2
1025	1
7453	1
3917	2
3776	2
2952	3
7927	0
6288	2
3188	1
7376	3
3879	2
6315	2
240	2
3464	2
5648	1
7135	0
3345	1
6463	1
8713	2
6312	2
1447	2
7263	1
3149	1
5332	1
6329	0
3285	3
6632	2
1019	0
2215	1
7596	2
348	3
8	3
974	1
6139	2
4998	1
94	2
5366	1
1351	1
7303	2
8504	2
497	3
50	2
4034	1
6673	2
1908	2
5074	1
6958	1
5565	1
2133	2
943	2
8762	2
393	1
8964	2
1567	2
8521	1
2698	2
2657	0
2710	0
1041	3
7538	2
5538	2
3603	1
9154	3
8373	3
6156	3
6465	2
5544	1
8332	1
2058	1
3472	1
8800	1
6144	2
931	3
3070	2
8053	2
3467	1
272	2
6730	1
1510	2
2281	3
3099	3
3103	1
1258	2
5616	1
5708	1
8404	1
7759	3
2584	2
1592	2
3007	1
1343	3
1444	3
8452	0
4169	2
2735	2
7465	2
7230	3
8447	2
6862	2
6075	1
8721	1
5902	1
8394	1
1758	1
695	2
7989	2
4631	1
3593	3
8863	0
6898	2
26	0
7334	3
1159	3
1035	0
7183	1
3212	1
341	1
1569	2
7093	3
36	2
6717	1
3093	2
3991	0
8158	1
329	2
1736	2
5789	1
3077	2
1440	2
3056	2
5546	2
7501	3
6207	3
3837	2
4113	1
5687	1
9198	2
5357	1
1495	1
5945	1
3657	2
5442	0
7959	2
2801	2
3395	1
7725	0
5458	1
7120	2
9068	3
7974	2
2195	2
4908	2
3860	1
3918	2
5367	0
5356	1
4187	3
5269	2
3988	2
6848	2
7830	2
6322	0
1789	2
6305	2
6010	2
1941	2
1504	1
5379	2
7380	2
2550	2
570	1
8235	2
8912	2
2266	2
2261	2
2255	1
8338	0
4935	2
589	3
5244	1
7478	2
7470	2
8062	1
6081	2
4982	2
2228	1
9255	1
7730	1
3004	1
3350	1
2591	2
3454	3
7776	1
5277	1
6274	1
433	3
2734	2
8138	0
6782	1
2783	1
4431	2
8309	2
1259	1
7924	1
420	2
7185	2
5256	1
6743	2
701	2
8853	1
1766	3
7487	2
2690	1
6758	1
779	3
988	1
7195	0
7249	1
8564	2
6458	2
8641	0
5009	1
6433	2
1750	2
110	3
6569	1
5468	0
78	2
8030	2
1418	0
8295	0
5919	2
6355	2
170	2
6495	1
4471	1
3999	2
2843	1
5316	1
661	2
7734	2
2081	2
6323	2
5465	1
1098	0
4821	3
3621	1
4373	2
1659	1
4819	3
5552	3
6275	1
7074	3
1628	0
6877	1
6532	1
8006	2
7818	1
8741	1
5591	3
2475	3
8626	0
2726	2
7611	0
648	2
7210	2
6852	3
5156	1
446	3
7406	0
4021	2
4543	1
7223	1
7934	1
3010	2
328	2
892	1
539	2
1756	2
3721	2
1298	1
5723	3
2785	2
2486	2
7693	0
9245	0
383	1
8635	2
3942	2
4204	2
6677	2
5300	2
2148	2
5970	1
8669	1
2552	1
2294	2
1082	2
5836	2
9153	2
7446	1
7357	2
5503	2
5918	2
7940	1
4892	2
92	1
7613	2
1956	2
8362	1
6921	2
2241	1
282	2
7820	2
2391	3
5658	1
5160	0
5235	1
6627	0
4669	2
3856	1
7532	1
5527	2
6283	0
2511	1
3088	2
1498	1
3118	1
6061	1
8322	1
7037	1
2408	2
2794	1
6530	2
1800	0
9	2
2194	2
7982	0
5584	2
3808	1
2832	2
3977	1
1450	2
2357	0
385	2
4608	0
2897	1
3136	1
2306	3
5558	1
5413	1
480	1
9018	2
1552	1
1625	1
4369	1
906	1
998	2
2103	2
5922	0
5036	2
7101	2
6437	0
2144	1
924	1
7921	2
8458	3
2212	1
7552	2
3618	2
7876	1
6272	2
8823	2
354	1
7104	1
66	3
9044	1
3610	1
4538	2
4507	0
2481	2
7957	1
1420	1
8209	1
1968	0
1479	3
1547	1
5897	1
5482	2
6697	1
7402	1
7905	1
4941	3
6973	3
550	3
656	2
5411	0
1197	1
3801	2
8508	1
1118	2
1727	0
8416	2
2742	1
8421	2
513	1
2988	1
5718	1
7566	0
2917	3
723	2
7992	1
5825	2
6874	2
4178	1
5484	2
3111	2
8872	2
4549	0
4656	2
5263	1
3033	1
3591	2
142	3
263	2
7152	2
6389	3
4017	1
7931	1
174	3
6237	0
4968	1
5170	2
8598	2
4946	1
7880	1
634	2
5297	3
697	0
3623	2
1839	2
7641	1
6608	1
5775	2
9222	1
3935	2
2280	1
4668	3
3965	1
5734	2
5728	2
5960	2
2562	2
6462	3
5119	1
3228	0
7231	1
7859	0
3388	3
1706	2
8522	1
8485	2
789	1
4320	0
938	1
6129	2
4424	2
116	2
315	1
5377	2
4970	2
6558	2
450	2
5907	1
4230	1
4983	2
4057	1
6705	1
2095	2
211	1
1533	2
5577	2
1398	2
8939	1
2618	1
682	2
1502	1
487	2
1614	2
5385	2
2073	1
6559	2
8533	1
8326	2
7956	3
2484	3
1730	1
6474	1
4651	2
476	2
2468	1
219	2
5547	0
8656	1
9135	2
2068	2
4750	2
6615	1
6571	2
7107	2
842	3
4417	2
6623	2
5194	3
3281	0
6707	2
3500	1
5462	1
2918	3
7834	3
4725	2
7261	1
7108	0
8712	1
1300	2
4883	1
4193	1
2030	3
5541	3
8554	2
5536	1
3112	2
7038	2
1914	1
3437	2
1608	2
9149	3
5037	1
7284	3
373	1
9162	1
2637	3
8835	2
4421	3
4354	2
130	2
2822	3
4139	1
3263	2
2916	2
3608	2
3086	3
8068	0
8706	0
3364	2
2239	0
1264	1
2540	2
4700	2
7196	1
7545	1
3068	1
1223	0
6851	2
3530	2
1992	2
8569	1
8040	2
6679	1
4877	2
2589	1
8866	0
6977	1
2080	2
8821	2
7147	2
716	1
2902	3
637	2
2171	2
8107	3
8463	2
3024	3
3126	2
5685	2
4613	3
4294	2
2975	3
6103	1
1867	3
2250	1
6406	1
58	0
4219	2
3423	2
8132	1
5514	2
7567	3
37	1
3379	0
4810	2
357	2
4557	1
898	2
3938	2
5113	2
4442	1
7751	2
7386	1
4620	1
5925	3
6572	3
5020	2
1380	1
1108	2
4837	1
8082	1
7798	1
6464	1
603	2
2051	0
8563	1
1830	0
2450	1
2145	2
4777	2
2050	3
7491	2
2663	3
3768	3
222	2
5450	1
7747	2
3669	0
7753	1
4446	2
4775	3
5307	0
6642	2
7525	3
120	2
6387	1
7658	2
822	3
7034	1
5974	2
2835	3
84	3
8516	2
3561	0
5479	2
2456	2
7285	1
6424	0
4878	2
1638	1
8371	1
4764	2
139	2
4905	1
2006	2
4802	0
4409	3
1805	1
2852	2
8658	1
294	3
9213	0
7278	2
99	3
465	2
753	1
1913	1
4876	2
8308	2
2078	2
5595	2
2763	2
1251	1
7547	3
4008	3
4447	2
2220	2
3347	1
670	2
8832	0
4209	3
7644	2
4768	2
3327	2
7942	1
4393	2
3581	1
3805	3
631	0
2896	0
5924	1
6108	2
8701	1
2052	1
3295	1
290	1
163	0
5727	2
6721	1
504	3
7282	1
4971	2
249	2
7563	1
3818	1
3000	1
2538	1
3959	1
1847	1
7762	2
4361	2
1120	0
3497	3
1985	0
6684	3
8291	0
6807	1
3565	1
7199	1
4599	2
6396	1
3014	3
7182	1
4698	2
690	1
3532	2
4332	1
6405	2
9159	1
8150	1
5461	1
5027	2
4355	0
2891	2
4694	3
651	3
3718	2
7523	1
5288	1
5333	1
280	1
2668	1
5393	1
5451	3
3963	2
5914	2
5168	1
6934	3
6172	1
3745	2
3194	1
8989	2
1101	2
3596	1
6554	3
8722	1
13	3
3812	1
7731	1
1761	2
9033	2
4043	2
3756	1
4009	1
1473	1
412	3
3283	3
470	2
7311	1
4027	2
8427	2
6595	2
3854	1
8451	3
7690	2
8754	1
8627	1
800	2
6482	1
1215	1
4269	1
5989	3
3920	1
3064	1
2812	1
5754	1
2285	3
3962	1
4331	2
4316	2
3373	2
2870	1
6240	0
963	2
4326	3
6505	3
205	2
5470	2
5415	1
5818	1
2998	3
8919	3
7782	2
8576	0
2738	1
3504	3
720	1
8631	1
2815	2
2624	1
5132	3
5656	2
6523	2
7426	2
4053	1
8965	1
5653	1
1250	3
6637	1
1325	2
5440	1
618	2
3488	2
9090	2
3240	1
4164	3
3199	2
1090	2
4196	2
3706	2
3751	1
4851	0
6030	3
5236	3
7071	3
5200	2
5676	1
8930	0
1185	0
844	2
463	1
8151	1
3930	1
7474	1
8071	1
4940	0
1481	0
1953	0
8405	2
5196	1
6564	2
6444	2
7028	0
8096	1
2949	3
1904	3
798	2
6947	2
4094	2
1988	2
7192	1
1394	2
2768	3
7023	1
7653	1
52	2
8981	1
8858	2
4167	2
4517	1
396	1
1446	2
2659	2
3744	3
4533	2
6372	1
3142	1
6517	3
3265	2
1669	2
1001	3
4023	0
6844	1
7069	2
8474	1
3169	2
9264	1
5435	2
7815	2
8099	3
1228	0
2725	2
9225	0
792	3
4795	1
5735	2
8095	2
6429	3
8636	2
7427	2
3976	1
3656	2
6551	1
6755	3
8358	3
5107	3
1471	2
1024	2
1926	2
1097	1
8991	0
4545	0
7022	2
4683	2
5609	2
4806	1
1775	0
6950	1
5345	1
6909	2
2837	1
976	3
6612	3
6699	0
3023	3
481	3
1723	0
4520	2
2099	0
4341	1
2873	0
8206	1
3003	2
3813	2
6793	1
4898	2
1975	3
4150	1
1335	1
6119	0
2514	2
4243	2
8700	0
2836	0
1196	1
8087	2
5873	1
3589	3
3092	0
2246	3
6019	2
4999	1
8393	1
6232	1
1878	0
5347	2
6400	2
1438	1
4063	3
4505	2
3552	2
4120	2
1313	2
4041	1
8307	1
6669	3
3360	1
542	1
5864	0
8734	1
549	2
6178	3
4001	2
7259	1
997	3
3	1
299	3
7791	2
19	3
8189	1
9134	0
5501	3
7316	2
6777	2
4870	1
2911	1
5615	1
2522	1
4181	3
5878	1
2765	3
5475	0
3598	1
6292	2
5014	1
7991	3
5222	2
5485	2
3663	1
6104	1
5122	2
2118	2
6816	1
7593	0
2385	1
4585	3
1081	2
9029	0
1052	2
7553	1
9228	2
4465	1
6531	2
5753	2
8529	1
4159	0
7404	2
1835	2
1762	2
8112	2
2382	1
3569	1
738	2
4378	1
7494	1
871	2
5715	1
1923	0
2399	0
303	1
5689	1
2351	2
3944	2
7309	2
3846	1
186	2
6821	2
6675	2
7204	1
1512	2
3960	2
991	2
1983	2
3901	2
2708	1
3676	1
187	2
7500	1
4844	3
948	2
3117	2
7784	2
310	0
6221	2
5095	2
3393	1
8585	1
8302	2
704	2
3707	1
8750	2
7200	1
8344	1
4498	2
814	2
3485	1
7928	1
9150	2
1823	2
2923	3
7390	2
9200	3
8229	2
4260	1
5999	2
419	2
215	2
605	3
1575	2
1461	2
3541	2
5626	2
6948	2
8108	2
132	1
2518	3
209	2
1591	3
2074	0
5167	2
2543	1
7960	2
1166	3
8518	2
9040	1
7654	1
6916	1
1292	2
2236	3
3540	2
6432	0
9065	1
7242	1
2025	1
6033	3
1513	2
6583	0
3998	3
6127	1
7909	2
1263	1
440	1
734	1
1209	1
5257	1
3660	3
5281	1
1848	1
2275	3
4531	2
5430	1
3135	1
5666	1
6610	0
6114	2
4107	3
9155	2
6263	2
8299	2
5361	2
1770	3
1152	1
7441	2
2290	3
3520	1
3709	2
3536	1
2202	2
276	1
6307	2
3922	0
4460	3
3486	1
9189	1
3734	2
3205	1
2327	1
1234	1
6434	1
9086	1
9197	2
2638	2
2833	3
5964	1
5184	2
5002	2
5943	1
2174	1
2714	2
3221	1
4412	1
4689	2
7948	2
7739	1
4890	1
195	1
4437	2
4791	3
2412	2
6774	1
6933	1
1708	1
4440	1
2251	2
8681	1
6502	1
4822	1
2760	2
1760	0
4231	3
7777	1
9006	1
5206	1
8466	1
8620	2
4111	3
1709	3
1937	2
3667	3
2889	2
3236	1
6778	1
6503	2
3506	2
2119	1
7712	2
6546	2
491	2
7365	2
6343	1
6663	3
5822	1
7667	2
6908	2
2567	2
5110	1
3600	2
870	2
3340	2
2035	2
3432	1
6907	0
2474	1
7814	3
7194	1
2340	3
6737	1
5872	1
6311	2
3574	1
996	1
5203	0
3034	3
6301	1
9037	1
2279	1
3271	3
3130	0
2678	2
1973	1
9172	1
4071	3
6967	1
1062	0
4534	1
4176	0
2566	2
7748	1
4909	1
8650	0
295	1
6151	2
8470	1
9072	2
1812	3
4709	2
8223	3
4663	2
6249	3
934	1
8467	2
8629	2
5830	2
2046	2
5509	2
6881	2
8616	2
4117	2
6112	3
1412	1
400	2
8398	1
293	1
3912	3
7938	1
986	1
2433	3
6810	1
4476	0
643	3
977	2
6131	2
1063	2
4828	1
8486	1
7580	2
617	0
2817	2
1252	2
9182	1
7411	1
8185	3
7460	1
7213	1
8193	2
1235	1
4794	2
8962	1
8386	1
6845	2
4172	2
9112	1
2027	1
7903	0
4461	3
6566	2
2213	1
6381	2
8122	2
8889	1
5762	0
5188	1
8166	2
27	0
7423	1
5758	1
7105	2
7789	1
2818	1
1286	2
6063	2
4205	2
6990	2
2000	3
6247	2
7683	1
3324	2
1718	1
4472	2
6417	2
8702	0
4126	3
6560	2
5675	1
2839	1
3490	0
2350	2
4867	1
2655	1
8709	2
8957	1
646	1
3791	3
9042	1
5808	0
7351	2
6115	1
3344	1
4302	1
2048	0
5024	1
7341	3
1961	1
6294	1
4607	2
4858	1
6380	1
6540	1
975	1
5075	1
4396	2
4567	0
5437	0
336	1
5089	0
1594	2
2151	2
5657	3
3563	1
2315	3
8628	1
4474	1
6706	1
5529	3
7515	2
7401	3
9021	2
238	1
8549	1
4917	2
6378	2
5446	1
9179	2
4157	0
7305	2
6829	3
3814	2
5533	3
6928	3
5619	2
2627	2
2105	2
5614	1
81	1
1670	2
6738	3
3968	3
3627	3
4245	0
1378	2
484	1
275	2
6902	3
4655	2
7370	3
4456	2
4920	3
6162	2
5572	2
330	2
5926	2
611	2
5359	1
3339	1
14	0
2204	2
4464	2
5047	2
7483	1
6228	3
5008	2
1274	2
3362	3
8045	1
4190	2
2999	2
8216	1
6548	1
8165	2
7713	3
3832	0
3617	2
7014	2
3369	1
9151	2
7619	1
8180	2
2113	1
3698	1
7504	2
8282	3
1532	2
1882	3
8487	2
6859	1
2596	3
3311	2
459	2
1796	3
8399	1
4281	2
4013	1
4979	3
431	3
88	0
5301	2
3572	2
4521	2
4152	1
7767	2
4298	0
6067	1
4214	0
8010	2
1377	1
309	1
2700	2
7257	1
8805	2
727	1
155	0
1946	2
2736	3
2265	2
5713	2
492	2
8222	2
5230	3
3478	2
5866	1
8055	3
1927	3
4976	2
6935	1
3446	3
2886	2
7498	2
9039	1
2651	3
2205	1
3333	1
6468	2
1557	1
4944	2
6025	2
1224	0
1095	2
3101	0
204	1
6912	0
1851	3
7665	2
3071	3
8920	3
5094	2
6846	2
8048	2
1490	1
7612	3
7651	2
755	2
6023	1
7329	1
4349	3
8770	1
7355	1
3789	1
5891	2
7524	3
8370	2
247	3
2159	1
9188	2
253	2
856	2
2234	1
8511	1
8535	1
6121	1
462	2
7650	1
3831	1
8725	2
9165	1
4295	2
8595	1
8483	1
8238	2
3006	2
3943	1
2491	2
1554	3
689	2
4616	2
520	2
1419	3
5068	2
6427	2
7724	3
953	1
4486	1
1192	2
6383	1
7886	2
6657	2
8942	1
3372	3
9171	1
6043	1
2178	0
7554	1
7737	1
7638	1
4835	0
6901	1
4603	2
8649	2
3616	1
8806	1
1817	3
4896	2
4845	3
7983	2
1104	0
6048	1
1485	3
2507	1
2874	1
3338	2
749	3
7131	3
865	2
7990	1
8547	2
2342	0
5434	1
1858	0
4550	1
1777	1
7368	2
523	2
4335	2
9032	2
6022	3
8697	1
1654	1
7806	0
3769	1
9035	1
5958	2
9051	2
2	2
228	0
7499	0
3164	2
2493	1
4556	1
5564	0
1536	2
6325	0
1327	0
3889	1
565	1
791	2
3365	1
1469	1
8120	1
7433	1
7973	2
6832	1
5077	1
8079	2
8726	2
6431	2
6556	1
6449	2
3426	2
8429	1
4962	1
655	2
9140	1
6198	1
3811	1
8444	1
881	2
6654	2
2941	2
7741	1
2790	3
531	2
1496	2
5306	1
5387	2
7332	1
8265	2
5507	2
5984	2
5545	0
5766	3
8449	2
8169	1
1545	1
1714	2
2737	1
1833	2
7367	1
3298	0
1134	2
7901	1
4233	2
5647	3
3382	2
7224	3
5299	2
1337	2
455	3
2256	1
5428	2
6966	1
801	1
4578	3
43	1
6152	2
7870	1
3494	1
863	1
3742	2
9174	1
4270	1
6889	1
5454	2
660	3
8250	1
3133	2
1076	1
5688	2
7987	1
5668	2
7059	2
3646	2
3635	1
1694	1
4147	3
4400	0
6007	2
7939	1
645	1
544	2
5972	1
1537	2
4146	1
5756	2
2547	2
5553	1
7016	1
3301	0
3624	1
8325	2
5046	2
4722	1
4122	2
7826	1
1677	2
8014	1
5181	2
3200	1
7321	3
591	2
7477	0
6871	1
6591	2
702	1
4988	2
8174	2
9110	1
5049	1
6734	3
1486	1
189	1
584	2
102	2
6988	1
6633	0
8718	2
675	3
2443	3
6330	1
2040	1
8816	0
3779	2
684	1
6525	1
1636	1
3021	2
5343	1
1893	2
4939	3
5391	1
3134	2
3649	3
7171	1
5419	2
5159	1
6842	1
4317	1
1548	2
2831	1
2778	2
8246	2
2958	0
2860	2
4524	0
5613	1
9017	0
4186	1
1032	0
1829	3
8459	1
2677	1
4767	2
5464	2
5698	1
150	2
8207	2
4657	1
83	2
3783	2
6841	2
1657	2
251	3
9091	2
1969	0
2974	2
5942	2
6579	2
515	1
3689	2
778	2
2892	1
2260	2
9089	1
2935	3
913	2
7682	1
3391	1
3043	1
3132	1
2743	2
4619	2
2687	0
5586	3
449	2
7600	1
1269	3
8141	2
5264	1
4923	1
4411	2
1981	3
5941	2
7536	3
8272	1
4788	2
1099	2
5460	1
1123	1
5072	1
6261	0
2448	2
6065	2
3449	3
9071	0
5201	1
1207	0
4699	2
4135	1
7848	1
9049	1
1499	2
9050	0
4140	1
4575	3
6812	0
6803	3
360	1
4397	2
4642	1
1987	3
7574	1
5340	1
3079	1
4865	2
3323	2
2489	3
1899	1
2628	1
8091	2
6276	1
8129	2
2089	0
1598	2
8954	1
7247	2
4570	3
8836	3
2683	1
3987	1
2349	1
2968	1
6624	1
2910	1
3631	2
1838	0
1635	1
6105	2
1011	1
8104	2
8140	3
7089	1
7842	3
8589	1
8789	3
2808	2
4718	1
4390	1
4755	1
2037	1
1583	2
2120	1
6529	3
7579	0
578	1
5828	1
347	1
8608	1
8039	1
4583	1
3882	1
5498	1
1573	2
7810	2
5707	2
5620	2
1928	1
6336	1
5314	2
7297	1
9002	1
810	2
6154	1
8711	1
2341	1
1311	1
1630	1
8128	2
3986	1
6467	1
8828	1
9176	0
6483	1
1534	3
6552	1
8392	1
8763	3
8167	0
9203	1
2333	1
6230	1
8461	1
2857	2
5508	1
9058	0
5634	2
3178	2
2422	3
1815	2
1620	3
9262	0
3855	2
2013	2
6096	3
7520	3
1381	3
5554	1
8262	3
2162	1
4481	2
514	1
8345	1
7832	1
3739	2
4757	1
6189	1
7950	1
4855	1
1579	3
1610	2
3890	2
4092	2
4182	2
7803	1
9085	1
6128	2
4458	0
4721	2
6760	2
5513	3
4054	1
2639	1
7142	1
3274	2
6475	1
826	1
8389	2
5459	2
467	2
7388	3
3630	3
7691	0
2576	2
5680	2
7472	2
2044	1
7229	2
6050	2
70	2
5630	2
9009	1
5246	2
2002	0
8952	2
5211	2
5140	2
8737	3
7711	3
1784	2
4207	1
3475	1
3291	2
9263	1
7485	1
5845	1
5757	0
1317	2
8877	2
8469	2
1525	1
1358	2
7003	2
671	3
6291	3
2434	2
8061	3
4088	2
2661	1
6796	3
8468	2
8437	2
3683	3
7517	2
1225	1
1434	2
327	2
8690	2
4816	0
809	2
864	1
3359	2
6750	1
7222	0
5603	3
3074	3
5846	1
1619	1
8896	2
9118	2
8413	1
1684	2
8813	3
4748	2
4695	2
1919	2
6607	3
7187	1
3474	2
5797	1
7211	2
3410	1
7081	2
3559	3
5062	0
2909	1
8586	1
413	2
593	3
3539	1
5476	3
6202	2
6813	1
4238	2
6954	1
3313	2
6759	0
762	1
6986	0
6870	1
6701	1
1044	2
7458	1
9207	2
698	2
5092	2
8242	1
5108	0
5953	3
2223	1
3639	2
3180	1
1439	1
3444	1
8259	1
1140	3
7110	2
4450	3
4477	1
8038	2
1915	3
3085	1
1321	2
2268	1
4435	3
1526	0
1299	2
5504	3
4884	1
5696	2
3160	1
3387	3
8330	2
5983	1
1407	1
8538	2
1546	3
5879	0
8420	1
5395	2
9047	2
1698	3
7695	2
5611	1
3852	2
1472	2
3061	2
869	2
286	2
1697	3
6879	1
8541	1
4704	1
8913	1
316	1
1408	2
1278	2
8846	2
7862	0
3166	0
8331	2
7505	1
5716	1
4241	2
4385	1
7605	2
2149	1
1912	1
3921	1
3090	1
3761	1
2409	0
8477	0
4833	0
4926	1
7445	2
1855	1
3508	2
2045	1
5969	2
4990	2
4667	2
7149	2
6365	2
6984	3
225	3
5199	3
5403	2
3016	3
2844	2
2989	1
5422	1
3238	3
8891	3
8217	2
1034	1
4285	2
8136	1
7467	1
8264	1
7628	1
2807	2
6497	1
9146	1
6814	2
2311	2
141	2
1129	3
4891	1
3297	2
657	0
1890	2
4414	2
2855	2
9248	2
