ID	TARGET
1314	3
1323	2
1324	0
1328	2
1331	2
1332	2
1333	2
1334	1
1338	2
1341	0
1342	0
1346	1
1350	2
1353	1
1354	1
1355	2
1356	3
1360	1
1362	2
1364	1
1365	1
1367	2
1369	2
1372	1
1376	0
1379	3
1382	0
1385	1
1386	0
1387	1
1390	2
1395	1
1396	1
1401	3
1404	2
1405	2
1409	1
1410	2
1416	3
1421	2
1422	2
1423	0
1424	1
1429	2
1430	2
1435	2
1441	0
1445	1
1448	3
1451	1
1452	0
1454	2
1458	0
1459	2
1463	1
1465	3
1466	1
1467	1
1477	1
1478	1
1482	1
1484	2
1487	2
1493	2
1500	1
1507	1
1514	1
1515	2
1516	1
1517	1
1523	1
1524	2
1535	0
1549	1
1558	2
1559	1
1560	2
1566	2
1568	1
1570	1
1571	1
1572	2
1576	1
1578	3
1580	1
1582	1
1584	1
1588	2
1589	1
1590	2
1593	1
1597	2
1601	3
1602	1
1604	1
1607	2
1609	2
1612	2
1613	2
1616	3
1626	2
1627	0
1629	1
1632	2
1633	1
1637	1
1642	1
1645	1
1647	2
1650	3
1651	2
1652	0
1653	1
1656	3
1658	0
1660	1
1661	1
1663	3
1664	3
1665	0
1667	0
1672	0
1673	3
1675	1
1681	2
1682	2
1683	3
1686	2
1687	2
1688	2
1690	1
1695	2
1696	2
1699	3
1702	3
1705	2
1707	0
1710	1
1711	2
1713	2
1719	3
1729	3
1731	1
1732	1
1733	1
1737	3
1739	2
1740	2
1741	1
1742	3
1746	2
1748	3
1749	1
1753	2
1754	1
1755	0
1765	1
1769	1
1772	1
1776	2
1779	2
1780	1
1785	1
1786	2
1788	2
1790	1
1791	2
1794	2
1807	2
1808	3
1809	1
1824	2
1825	1
1831	1
1832	0
1834	2
1837	1
1842	3
1845	1
1846	1
1853	2
1854	3
1860	0
1865	0
1868	2
1869	3
1871	1
1872	1
1873	2
1874	1
1875	2
1879	1
1881	2
1887	2
1889	1
1892	1
1894	1
1895	1
1897	1
1898	1
1903	3
1905	3
1907	3
1918	3
1920	2
1921	2
1922	2
1929	1
1932	2
1936	3
1938	3
1939	2
1942	2
1943	2
1944	2
1945	3
1948	1
1951	2
1957	2
1958	2
1964	2
1965	1
1966	2
1967	2
1970	2
1971	1
1972	1
1976	3
1977	2
1978	2
1979	2
1989	1
1993	2
1996	3
1999	1
2001	1
2003	2
2004	2
2009	1
2015	2
2022	0
2023	1
2029	2
2032	2
2042	2
2049	0
2053	1
2054	2
2056	2
2059	2
2063	1
2064	0
2065	2
2070	1
2071	2
2076	2
2079	2
2083	3
2092	0
2096	2
2097	1
2098	1
2107	1
2108	1
2109	2
2110	1
2111	2
2112	2
2117	3
2121	2
2122	3
2123	2
2125	2
2127	1
2128	2
2136	1
2137	3
2139	1
2146	2
2150	3
2152	0
2155	3
2158	2
2160	1
2165	2
2170	1
2175	2
2176	1
2177	1
2181	2
2183	2
2184	0
2185	2
2186	1
2187	1
2190	1
2191	0
2198	3
2200	2
2203	1
2208	1
2211	1
2214	2
2216	1
2226	0
2231	1
2233	1
2235	1
2238	2
2240	2
2244	2
2245	1
2247	0
2253	3
2254	2
2257	2
2262	3
2264	1
2267	1
2272	2
2273	2
2287	1
2292	0
2296	1
2300	1
2302	3
2303	0
2307	3
2314	2
2316	3
2317	2
2318	2
2321	1
2326	3
2328	2
2330	2
2331	0
2334	1
2344	1
2345	1
2348	2
2359	2
2360	2
2363	3
2364	1
2365	3
2367	1
2369	2
2372	1
2373	1
2375	2
2378	2
2379	2
2381	3
2384	1
2387	3
2388	0
2390	0
2392	2
2394	2
2395	1
2396	2
2403	3
2405	1
2406	1
2411	1
2414	1
2415	2
2417	0
2419	0
2420	3
2423	2
2425	1
2429	2
2431	2
2432	1
2440	0
2442	3
2444	2
2447	3
2451	2
2452	3
2453	3
2454	3
2465	3
2470	3
2477	2
2479	3
2482	2
2483	1
2485	2
2492	2
2498	2
2502	2
2503	0
2504	0
2506	2
2509	2
2512	1
2513	1
2516	1
2517	3
2519	3
2520	2
2523	2
2525	3
2526	1
2529	1
2531	1
2533	2
2534	2
2537	2
2539	1
2546	1
2549	1
2551	1
2553	1
2554	1
2555	1
2556	2
2557	1
2564	1
2568	2
2569	1
2570	1
2571	0
2572	2
2573	2
2574	2
2575	1
2577	1
2587	2
2592	3
2593	1
2597	1
2598	1
2599	0
2601	1
2603	1
2605	2
2606	1
2607	1
2608	2
2613	3
2623	1
2633	1
2636	1
2649	1
2650	0
2652	2
2653	2
2656	2
2658	0
2660	2
2667	3
2669	1
2673	1
2675	2
2680	1
2681	2
2682	1
2686	1
2688	0
2691	2
2692	2
2695	2
2701	0
2703	2
2704	2
2705	0
2712	2
2719	0
2727	1
2728	2
2729	3
2732	1
2733	3
2740	2
2744	2
2745	2
2747	2
2750	1
2753	1
2756	2
2759	1
2769	1
2771	2
2774	2
2775	1
2776	1
2782	1
2784	0
2787	1
2788	0
2789	3
2792	1
2793	2
2795	2
2796	1
2804	2
2805	3
2806	1
2810	2
2814	2
2816	3
2819	1
2824	2
2828	2
2834	1
2840	3
2841	1
2842	0
2845	1
2847	1
2858	2
2859	2
2862	2
2866	1
2867	1
2871	3
2872	2
2875	2
2879	1
2882	1
2884	2
2887	2
2890	2
2895	1
2899	0
2905	1
2907	3
2914	1
2915	2
2919	2
2920	2
2922	1
2925	1
2926	3
2927	1
2932	1
2933	3
2937	3
2940	2
2943	1
2945	0
2946	1
2948	3
2950	1
2951	1
2953	2
2957	1
2960	1
2961	3
2964	2
2965	1
2969	2
2971	2
2973	1
2977	2
2978	1
2991	2
2992	2
2993	2
2995	2
2996	1
2997	3
3005	0
3008	2
3009	2
3011	2
3012	2
3013	1
3015	3
3017	2
3020	1
3032	2
3036	1
3037	0
3039	0
3040	0
3041	1
3044	2
3045	3
3046	1
3050	2
3051	3
3053	0
3055	2
3058	2
3060	2
3063	1
3066	2
3072	2
3073	1
3078	2
3081	2
3082	1
3091	2
3094	1
3095	2
3097	2
3100	1
3104	2
3106	1
3108	1
3109	1
3110	0
3115	2
3116	0
3119	2
3121	1
3123	3
3124	1
3125	1
3127	2
3129	0
3131	1
3139	2
3141	2
3144	1
3146	1
3147	1
3148	1
3152	0
3154	2
3155	2
3158	1
3165	1
3168	2
3170	2
3172	2
3174	3
3175	0
3176	1
3177	1
3179	1
3181	3
3182	2
3184	3
3187	2
3189	2
3191	1
3192	1
3193	1
3195	0
3197	1
3198	2
3209	0
3210	2
3211	1
3214	0
3218	2
3219	2
3220	2
3223	2
3230	1
3233	3
3237	1
3241	1
3243	2
3246	2
3250	1
3251	1
3252	1
3253	2
3254	1
3255	2
3259	2
3262	1
3264	2
3266	2
3268	2
3275	3
3278	0
3279	1
3280	1
3284	1
3287	2
3289	2
3290	1
3294	1
3296	1
3302	1
3303	1
3304	1
3307	1
3308	1
3315	2
3317	2
3319	2
3321	1
3325	1
3329	2
3330	2
3335	2
3337	2
3341	1
3343	1
3346	1
3351	0
3354	1
3357	3
3358	1
3361	1
3366	2
3367	2
3368	2
3370	2
3376	1
3377	1
3378	3
3381	3
3384	1
3386	1
3392	1
3394	2
3397	3
3400	2
3402	2
3403	2
3405	2
3407	2
3412	1
3413	1
3414	1
3417	2
3420	2
3421	1
3425	2
3428	1
3429	2
3430	2
3433	0
3436	2
3438	0
3439	1
3443	0
3447	1
3450	2
3452	3
3453	2
3455	1
3456	1
3458	0
3460	1
3462	1
3463	1
3469	2
3470	0
3471	1
3473	2
3477	0
3479	2
3480	2
3482	2
3484	2
3492	2
3495	1
3498	1
3499	2
3501	1
3502	1
3507	2
3509	2
3512	0
3513	1
3514	1
3515	0
3518	1
3521	2
3522	1
3524	1
3527	1
3528	2
3531	1
3533	3
3538	2
3544	2
3547	0
3549	1
3550	2
3551	2
3553	1
3554	3
3555	2
3560	1
3564	1
3566	0
3567	1
3568	2
3573	2
3575	3
3576	1
3577	1
3578	1
3579	1
3580	1
3582	1
3583	2
3584	1
3585	1
3586	1
3590	3
3594	2
3597	2
3599	0
3609	1
3614	1
3620	2
3625	0
3628	1
3629	2
3637	1
3638	1
3640	1
3641	1
3643	1
3647	3
3653	2
3665	3
3670	2
3677	1
3678	3
3682	2
3685	2
3686	2
3690	1
3691	2
3693	2
3696	1
3701	1
3702	1
3704	2
3712	0
3716	2
3720	2
3723	1
3730	2
3737	3
3740	1
3741	0
3746	1
3747	1
3748	0
3749	2
3752	2
3762	1
3764	2
3765	2
3766	3
3777	2
3780	2
3782	3
3785	1
3787	3
3790	2
3792	2
3798	1
3802	1
3803	2
3809	2
3816	2
3817	2
3819	3
3823	1
3825	1
3826	3
3828	1
3829	2
3830	1
3835	1
3836	1
3839	1
3847	2
3848	1
3849	2
3851	1
3858	1
3859	2
3869	3
3873	2
3876	0
3877	2
3878	3
3881	1
3888	1
3891	2
3900	3
3906	3
3910	2
3911	2
3913	1
3914	3
3915	1
3924	1
3925	0
3927	2
3928	2
3932	1
3939	2
3940	3
3946	3
3949	1
3952	1
3955	3
3958	0
3961	0
3964	1
3966	3
3967	1
3969	1
3972	2
3973	1
3974	3
3975	1
3979	2
3980	1
3981	2
3984	3
3985	2
3989	2
3990	2
3994	2
3995	3
3996	3
4004	1
4007	1
4010	2
4011	0
4015	3
4016	2
4019	1
4020	1
4022	2
4025	3
4026	1
4029	2
4030	2
4032	2
4035	3
4037	1
4040	1
4042	2
4047	3
4049	2
4056	1
4059	0
4060	0
4064	2
4065	1
4066	2
4068	3
4075	0
4076	1
4077	1
4081	1
4084	2
4085	3
4087	1
4089	1
4091	2
4093	1
4096	3
4097	1
4098	2
4099	2
4100	1
4101	1
4102	3
4106	3
4110	1
4115	2
4116	3
4118	1
4124	0
4128	1
4129	2
4134	0
4138	3
4141	1
4144	0
4145	3
4149	2
4154	2
4158	0
4160	2
4161	2
4166	1
4177	3
4179	0
4184	3
4185	2
4188	2
4194	1
4195	1
4203	2
4213	3
4216	2
4220	2
4221	0
4222	0
4228	1
4229	2
4236	2
4237	1
4240	3
4242	1
4246	2
4249	3
4254	1
4259	1
4264	0
4265	2
4266	2
4267	2
4268	1
4272	2
4273	1
4275	2
4276	2
4279	1
4280	1
4282	2
4283	2
4284	1
4290	1
4291	1
4296	2
4297	3
4300	1
4301	3
4303	2
4304	3
4305	3
4306	1
4312	1
4318	1
4322	1
4323	3
4325	0
4327	1
4330	2
4334	1
4336	1
4337	1
4345	2
4347	1
4348	2
4351	1
4352	2
4360	2
4362	2
4363	2
4364	2
4368	1
4371	1
4379	3
4382	2
4384	2
4392	3
4395	2
4398	2
4399	3
4407	2
4413	2
4418	1
4422	2
4425	1
4429	1
4430	2
4436	1
4438	1
4439	1
4441	0
4449	2
4451	3
4455	2
4469	3
4470	2
4473	2
4478	2
4485	1
4488	2
4489	1
4490	2
4491	1
4492	0
4499	0
4500	1
4501	3
4506	1
4509	1
4510	0
4514	2
4516	2
4518	3
4519	1
4522	2
4523	2
4525	2
4527	1
4528	1
4532	1
4537	2
4541	2
4542	1
4548	1
4554	2
4555	2
4558	2
4560	1
4561	2
4563	1
4565	3
4566	2
4568	2
4573	1
4581	1
4582	0
4584	2
4586	0
4589	1
4594	1
4597	1
4598	3
4601	0
4606	1
4609	1
4610	3
4612	0
4614	1
4615	0
4617	1
4624	2
4626	3
4630	2
4634	3
4635	1
4643	1
4644	2
4649	1
4654	1
4658	2
4661	2
4662	1
4664	2
4666	2
4670	1
4671	2
4673	2
4675	2
4676	2
4677	2
4680	1
4681	2
4684	1
4686	2
4688	2
4690	1
4691	0
4697	1
4701	2
4705	1
4706	1
4707	1
4708	2
4711	1
4715	1
4728	0
4730	1
4732	2
4733	0
4742	1
4744	1
4745	1
4751	0
4753	2
4754	3
4756	2
4760	2
4763	1
4765	1
4778	1
4779	0
4781	2
4783	3
4785	3
4786	1
4790	1
4793	1
4796	2
4799	2
4800	1
4801	2
4803	2
4804	1
4805	1
4807	2
4812	1
4818	2
4827	2
4830	2
4832	1
4834	3
4836	2
4839	2
4841	3
4842	1
4853	2
4854	2
4856	1
4860	3
4868	3
4873	1
4885	2
4888	2
4900	0
4901	2
4910	3
4912	1
4919	1
4928	1
4929	2
4930	3
4931	2
4936	2
4937	1
4938	1
4942	0
4945	1
4949	2
4950	2
4953	1
4954	3
4959	1
4961	2
4964	2
4965	0
4969	1
4972	1
4973	1
4974	2
4977	2
4978	1
4980	1
4981	2
4987	1
4992	2
4995	2
4996	0
4997	1
5003	1
5004	1
5005	0
5006	1
5007	1
5010	3
5011	0
5012	2
5017	0
5023	1
5029	3
5031	2
5032	1
5033	2
5039	2
5040	1
5041	2
5042	2
5043	3
5044	2
5045	3
5050	2
5051	2
5054	1
5058	2
5061	1
5065	1
5066	1
5069	3
5073	1
5078	0
5080	1
5082	2
5084	2
5085	1
5086	2
5088	1
5090	1
5098	1
5100	3
5103	2
5104	2
5106	2
5120	2
5127	1
5128	3
5131	1
5134	1
5135	0
5148	2
5153	1
5155	1
5158	2
5161	2
5162	1
5163	1
5164	2
5172	1
5177	2
5178	2
5179	1
5180	1
5187	1
5189	3
5190	2
5192	1
5195	1
5198	1
5209	1
5212	2
5223	1
5228	3
5229	1
5232	0
5233	1
5237	1
5238	2
5239	2
5241	1
5245	2
5254	1
5259	1
5260	1
5261	1
5265	0
5268	1
5271	1
5272	2
5274	3
5278	0
5284	2
5292	3
5293	1
5296	1
5303	1
5308	1
5309	2
5317	2
5318	3
5321	2
5322	1
5324	1
5326	2
5327	0
5329	1
5330	1
5336	3
5338	0
5339	2
5342	2
5346	1
5350	2
5351	1
5353	1
5355	1
5360	3
5363	1
5373	2
5374	1
5376	2
5378	2
5381	2
5382	2
5383	1
5389	2
5390	1
5399	1
5404	3
5407	2
5408	2
5409	2
5412	1
5414	1
5416	2
5420	2
5427	2
5429	2
5439	0
5441	2
5445	2
5449	2
5453	1
5455	1
5466	2
5467	2
5469	0
5473	1
5474	1
5478	1
5483	3
5489	2
5492	3
5493	1
5494	1
5495	1
5500	1
5506	2
5512	1
5515	1
5516	1
5517	0
5518	1
5519	2
5520	2
5524	1
5526	2
5528	1
5530	1
5532	2
5534	1
5540	1
5549	1
5550	0
5551	3
5556	1
5559	2
5561	2
5563	2
5566	1
5567	1
5568	1
5569	3
5573	2
5575	1
5576	3
5578	1
5580	2
5583	2
5587	1
5588	1
5593	1
5594	0
5599	3
5600	1
5602	3
5606	1
5610	1
5612	1
5618	1
5624	1
5628	3
5631	2
5632	3
5638	1
5643	3
5649	3
5650	1
5651	1
5662	2
5665	3
5667	1
5671	1
5672	3
5674	2
5682	0
5684	2
5686	1
5690	3
5691	2
5692	1
5694	1
5709	3
5717	1
5722	3
5724	2
5725	1
5726	1
5737	1
5738	2
5739	3
5740	0
5742	3
5745	3
5747	1
5759	2
5760	1
5761	2
5765	1
5771	2
5772	2
5778	1
5785	2
5786	1
5790	3
5795	2
5801	1
5804	2
5806	2
5813	2
5816	0
5819	2
5821	1
5827	2
5837	0
5841	3
5842	1
5843	1
5847	2
5853	2
5854	2
5857	3
5861	1
5863	2
5867	0
5868	3
5869	0
5874	2
5883	2
5884	1
5885	0
5888	2
5890	2
5896	3
5898	3
5899	2
5903	2
5904	1
5906	1
5909	1
5911	2
5921	2
5928	2
5932	2
5936	3
5937	2
5940	1
5944	2
5949	2
5951	1
5952	0
5954	1
5957	2
5961	0
5963	2
5965	2
5967	1
5978	1
5979	1
5981	1
5986	2
5990	0
5992	2
5994	2
5995	3
5996	2
5997	1
6000	2
6002	2
6004	2
6009	1
6011	2
6013	3
6014	1
6015	1
6020	3
6024	1
6026	3
6028	2
6038	2
6039	3
6045	2
6047	3
6051	1
6052	3
6054	1
6058	3
6064	1
6076	1
6079	2
6082	1
6083	0
6086	1
6088	1
6090	0
6091	3
6098	2
6106	2
6107	1
6122	0
6123	1
6125	2
6130	1
6132	1
6136	1
6138	3
6141	1
6143	3
6153	2
6165	1
6167	0
6170	3
6173	3
6174	2
6179	1
6185	1
6187	2
6190	2
6191	1
6193	1
6194	1
6196	3
6199	2
6208	3
6212	0
6213	1
6215	1
6216	1
6218	2
6219	2
6226	2
6227	0
6231	3
6233	1
6234	1
6235	2
6236	3
6238	1
6239	1
6243	1
6245	1
6246	1
6248	1
6250	2
6251	1
6253	0
6254	1
6257	3
6262	2
6269	1
6270	1
6271	1
6273	3
6278	3
6285	2
6290	1
6297	2
6303	1
6304	1
6306	1
6313	1
6317	2
6318	1
6320	2
6326	1
6332	3
6334	2
6338	2
6339	1
6341	2
6344	2
6345	2
6351	1
6352	2
6353	1
6357	1
6363	2
6366	2
6367	1
6368	1
6371	2
6374	2
6376	2
6379	2
6384	2
6386	1
6392	2
6393	2
6401	3
6402	1
6403	1
6412	1
6414	0
6416	2
6419	0
6420	1
6426	0
6428	0
6430	1
6438	2
6439	2
6442	0
6443	1
6445	1
6446	2
6451	1
6452	0
6453	1
6454	1
6456	2
6457	2
6459	2
6461	2
6466	3
6472	1
6479	0
6480	1
6481	3
6484	2
6485	1
6488	1
6489	1
6491	0
6492	1
6496	3
6498	1
6500	0
6507	2
6508	2
6512	2
6519	1
6520	3
6522	3
6526	1
6528	1
6536	3
6537	1
6541	2
6542	3
6545	2
6550	1
6553	2
6557	1
6561	3
6563	1
6565	1
6577	2
6580	1
6584	2
6585	1
6588	3
6589	2
6590	2
6592	0
6597	1
6602	1
6606	3
6616	1
6619	1
6626	2
6628	1
6629	2
6631	2
6636	3
6638	2
6639	2
6641	2
6643	2
6644	2
6645	1
6650	1
6651	2
6652	1
6653	2
6655	0
6658	2
6659	0
6662	3
6666	1
6667	1
6668	3
6674	2
6678	1
6681	1
6682	2
6686	1
6687	1
6688	1
6694	1
6695	3
6698	2
6700	1
6702	2
6703	1
6708	2
6709	2
6710	1
6713	2
6715	3
6716	1
6718	3
6719	0
6724	2
6725	2
6726	1
6728	1
6729	2
6735	3
6740	1
6742	2
6745	1
6753	1
6756	2
6757	1
6762	2
6763	1
6765	2
6766	3
6769	2
6772	3
6773	1
6779	3
6783	2
6784	1
6785	2
6788	1
6791	1
6794	3
6797	1
6801	2
6808	2
6811	2
6817	1
6823	0
6826	1
6837	1
6838	2
6839	1
6843	1
6849	1
6853	1
6857	2
6861	1
6864	2
6868	2
6873	1
6875	1
6882	2
6883	2
6888	3
6894	2
6895	2
6899	2
6905	1
6913	2
6919	1
6920	1
6922	3
6924	2
6927	3
6929	1
6931	2
6936	2
6939	1
6945	0
6959	1
6965	2
6968	1
6970	0
6972	2
6974	3
6975	3
6976	3
6978	1
6981	1
6985	0
6987	1
6993	1
6995	2
6997	1
6998	2
7000	2
7004	2
7005	1
7007	1
7009	2
7010	2
7015	1
7018	0
7020	1
7026	2
7027	1
7029	2
7030	2
7031	2
7040	3
7047	2
7048	1
7051	1
7055	1
7056	1
7058	1
7060	2
7061	2
7062	1
7064	1
7075	0
7077	2
7079	2
7082	2
7083	2
7084	1
7085	1
7092	1
7096	1
7102	1
7109	1
7111	2
7113	1
7117	2
7122	3
7125	1
7128	2
7129	2
7133	1
7140	3
7146	1
7150	1
7151	2
7154	1
7165	1
7167	1
7168	3
7169	1
7173	2
7178	3
7179	1
7191	0
7193	3
7201	2
7202	1
7203	2
7214	1
7215	3
7216	2
7221	0
7225	3
7228	3
7238	1
7245	1
7246	1
7254	1
7256	3
7258	1
7262	1
7266	1
7267	3
7269	3
7270	1
7274	2
7276	1
7277	3
7289	1
7291	1
7295	2
7296	1
7298	0
7306	2
7312	0
7313	1
7314	2
7317	1
7318	1
7319	1
7324	2
7325	3
7326	0
7327	3
7337	2
7339	2
7343	0
7345	1
7347	2
7348	1
7349	2
7352	2
7353	2
7356	2
7358	3
7362	2
7363	2
7364	1
7366	1
7369	3
7371	1
7372	1
7375	2
7379	3
7381	2
7382	1
7383	1
7385	1
7387	2
7392	1
7394	1
7395	3
7396	3
7398	1
7407	2
7409	2
7415	3
7416	1
7421	2
7424	0
7428	1
7429	2
7431	1
7438	2
7439	1
7440	1
7442	1
7447	3
7448	1
7449	1
7451	1
7455	3
7456	2
7469	2
7471	0
7475	3
7482	1
7486	1
7490	1
7493	2
7497	1
7506	2
7507	2
7508	3
7509	0
7510	3
7514	1
7518	3
7521	1
7522	1
7528	2
7533	1
7534	1
7535	2
7537	3
7543	1
7549	1
7555	2
7556	2
7557	2
7559	2
7560	1
7561	1
7562	0
7564	3
7569	1
7570	2
7576	1
7577	3
7583	1
7584	2
7585	2
7586	1
7588	1
7592	3
7594	1
7599	1
7602	1
7606	1
7608	2
7614	1
7615	1
7618	2
7621	1
7622	2
7625	1
7626	3
7630	2
7633	2
7635	1
7642	1
7645	1
7647	1
7652	2
7660	2
7662	3
7668	2
7676	2
7677	1
7679	2
7684	2
7685	2
7686	1
7689	0
7692	2
7694	1
7700	1
7701	0
7702	3
7714	2
7716	2
7718	2
7719	2
7720	2
7721	1
7722	1
7726	2
7727	1
7729	1
7732	2
7735	2
7736	1
7742	1
7746	1
7750	1
7754	2
7760	2
7764	0
7765	2
7766	0
7773	2
7775	1
7783	1
7787	2
7788	1
7793	1
7795	2
7796	1
7799	2
7808	2
7813	1
7817	2
7821	3
7824	3
7827	1
7829	1
7835	0
7836	2
7840	1
7841	2
7844	2
7845	1
7852	3
7854	2
7857	1
7858	1
7861	2
7865	2
7867	2
7868	0
7871	2
7873	1
7875	0
7877	3
7879	0
7883	3
7884	2
7892	1
7893	2
7897	1
7902	1
7907	2
7911	2
7916	3
7918	1
7920	1
7923	2
7929	1
7943	2
7944	2
7946	3
7947	3
7949	1
7953	2
7954	2
7955	1
7958	1
7961	2
7972	1
7975	1
7980	2
7984	2
7985	1
7995	2
7996	0
7999	0
8000	2
8002	1
8003	0
8008	1
8009	1
8012	3
8013	1
8015	0
8017	3
8019	2
8020	3
8021	2
8023	2
8025	2
8026	1
8027	3
8031	1
8032	3
8033	1
8037	0
8044	1
8047	2
8052	2
8058	3
8059	1
8064	2
8065	1
8067	2
8072	2
8073	0
8074	2
8075	1
8076	2
8080	3
8090	0
8092	3
8093	3
8094	2
8097	2
8098	0
8101	2
8103	1
8109	2
8110	1
8111	1
8114	1
8119	1
8125	0
8126	1
8127	3
8131	2
8145	1
8148	1
8154	2
8155	3
8157	1
8159	2
8160	2
8161	2
8164	1
8168	1
8175	0
8176	2
8177	1
8178	1
8183	1
8186	2
8187	1
8190	1
8191	2
8192	0
8194	3
8195	2
8196	1
8197	1
8204	1
8213	1
8214	0
8215	0
8221	2
8225	1
8226	2
8228	2
8231	2
8236	2
8239	1
8240	1
8243	2
8245	1
8247	1
8248	2
8249	2
8253	1
8254	1
8257	2
8268	1
8270	3
8271	1
8273	0
8274	2
8278	2
8281	0
8286	0
8287	2
8288	3
8289	2
8292	2
8294	0
8303	2
8305	2
8313	2
8315	1
8320	3
8323	1
8327	1
8328	3
8334	1
8335	2
8336	0
8337	2
8339	3
8341	1
8343	0
8346	1
8347	3
8350	1
8351	2
8352	3
8353	3
8356	2
8357	2
8365	1
8367	2
8372	1
8375	0
8376	2
8380	1
8387	1
8388	0
8390	1
8396	3
8397	2
8401	1
8403	1
8408	1
8410	1
8415	2
8425	0
8426	1
8430	3
8431	0
8432	1
8434	2
8438	1
8442	1
8446	1
8448	2
8450	2
8455	2
8456	2
8457	2
8462	0
8478	2
8480	3
8481	2
8484	0
8490	1
8493	1
8495	0
8496	3
8497	3
8499	1
8500	1
8503	2
8505	2
8507	2
8509	1
8512	1
8513	3
8514	0
8515	1
8517	1
8525	0
8528	2
8531	1
8532	1
8537	1
8542	2
8543	1
8544	2
8552	1
8553	3
8557	2
8559	2
8565	3
8566	2
8567	1
8568	1
8570	3
8571	1
8572	1
8574	2
8578	2
8580	1
8582	2
8583	1
8590	1
8592	2
8593	1
8596	1
8602	0
8603	2
8604	0
8605	2
8609	2
8610	2
8611	2
8615	2
8619	2
8622	1
8623	1
8624	0
8625	3
8634	1
8637	1
8638	2
8642	0
8645	2
8657	1
8659	2
8660	2
8661	0
8664	1
8670	1
8673	2
8674	3
8675	1
8677	1
8686	1
8692	1
