ID	T1	T2	T3	T4
6919	271f93f45e9b4067327ed5c8cd30a034730aaace4382803c3e1d6c2f	6834100708ea13d5f4d662c26e1e3a2786201f9f9da7bee705644358	68c03829c28a08159e587ba32f165c445276f7ca9724816f07cf8c0a	8b0621d7901fa5440fcf86d7a90aeca36803663954e32a4679da2c5b
6041	58b2aaa0bfae7acc021b3260e941117b529b2e69de878fd7d45c61a9	a4b709af5eb19e6494158f9e3a67696411d8a7cd7e0b5d7fa7d60a93	777de876de3aaf4a2eb938f9eb47e93a33cb4de0ed6c51fdedcd7f8f	2f4abbeb30943dd0ace7627d634c05ea4dea560f7e961ac8cc29cdeb
2486	192f56eb9bd894a72b30c303247b107be2c4591f310dd69a67927f48	a4b709af5eb19e6494158f9e3a67696411d8a7cd7e0b5d7fa7d60a93	c0ce54b6e4c805bfb735491cfcffe9d846683fe764e9743cb2505283	2b3d71f531fa7b6b26bc4b55d716eb40bbfdb746462735c99a892b52
2616	3aac67cd73162d439f9947d61357a1b62432f0ca84b7f435f4177a8c	b23c8d629d037531707dbb83e27932d879cb9f2a57c960be95d2d8e1	68c03829c28a08159e587ba32f165c445276f7ca9724816f07cf8c0a	889e3414712cb7f1d68781c2b35b041b76f40e2420b9a4f03637302a
6150	271f93f45e9b4067327ed5c8cd30a034730aaace4382803c3e1d6c2f	b23c8d629d037531707dbb83e27932d879cb9f2a57c960be95d2d8e1	68c03829c28a08159e587ba32f165c445276f7ca9724816f07cf8c0a	1f2b965c72487cb07b501b5c2303a0615feb0f56206dc7126b3b75ab
1004	3aac67cd73162d439f9947d61357a1b62432f0ca84b7f435f4177a8c	6834100708ea13d5f4d662c26e1e3a2786201f9f9da7bee705644358	68c03829c28a08159e587ba32f165c445276f7ca9724816f07cf8c0a	59260c9913c59e6a613a526cf3b4d9467705e7431e20d7b03ae8cee8
5742	bd1a1bdf6eae5ee14c3fee371cca975a5e052009bc67ce8f11cb7271	a4b709af5eb19e6494158f9e3a67696411d8a7cd7e0b5d7fa7d60a93	d0b8d1d417a45c7c58202f55cbb617865f1ef72c606f9bce54322802	a426aa6dfeda6e1f672a2e47150d2e93bcc16612ae1b4ba0260760cf
8347	31da1a042dc910775ed8b487afbdafd929a7afdeaadc660cb963bd26	a4b709af5eb19e6494158f9e3a67696411d8a7cd7e0b5d7fa7d60a93	3e0d91a1c93eb5668f00169608a7211c33e1715a3d3d692de7f6d1f1	2fe34c070f03de1ce08e4dbfa693a665168ef11ff5f3c68f63ff3d8b
6454	86730f0dd6381286d3b5f0dfb897ce4895480ce97564c6be4f1543b8	b23c8d629d037531707dbb83e27932d879cb9f2a57c960be95d2d8e1	68c03829c28a08159e587ba32f165c445276f7ca9724816f07cf8c0a	0c954027e830821a26355c9947cd384d9a9cd4943f7920d94f38d47f
5108	3aac67cd73162d439f9947d61357a1b62432f0ca84b7f435f4177a8c	6834100708ea13d5f4d662c26e1e3a2786201f9f9da7bee705644358	47d88b03b1b07ca4592076dad4d059d939c00aa1711a80d70d73b345	719c3118f6b706eaf14fb2750e0dd409e64861aba58fc9bfd64dc685
401	a29662a4f922a60411ca84c145bf83b76ec59210be23d995e30934d2	6834100708ea13d5f4d662c26e1e3a2786201f9f9da7bee705644358	68c03829c28a08159e587ba32f165c445276f7ca9724816f07cf8c0a	5d19a81bf5003cbb2e1399f591ddcd1881533491cdf18f41ee3deb52
6073	3aac67cd73162d439f9947d61357a1b62432f0ca84b7f435f4177a8c	a4b709af5eb19e6494158f9e3a67696411d8a7cd7e0b5d7fa7d60a93	d0b8d1d417a45c7c58202f55cbb617865f1ef72c606f9bce54322802	a3f25d9e49615256d61651ddc561ca9ac56ccf735dbf2d369912ee8f
42	58b2aaa0bfae7acc021b3260e941117b529b2e69de878fd7d45c61a9	a4b709af5eb19e6494158f9e3a67696411d8a7cd7e0b5d7fa7d60a93	3e0d91a1c93eb5668f00169608a7211c33e1715a3d3d692de7f6d1f1	6b2b4b8c35bad54368eeb76b9d123f7dd56a133b6fa3936b696f620f
2703	3aac67cd73162d439f9947d61357a1b62432f0ca84b7f435f4177a8c	a4b709af5eb19e6494158f9e3a67696411d8a7cd7e0b5d7fa7d60a93	aa538f9188f342a5003d87cdd5e88d3d60beefba9d0187a43f2ceb9a	f883ea535e1fc7e4b8101d0780dd86d19e36fd3a1320bbb98d7bd595
2827	a29662a4f922a60411ca84c145bf83b76ec59210be23d995e30934d2	b23c8d629d037531707dbb83e27932d879cb9f2a57c960be95d2d8e1	68c03829c28a08159e587ba32f165c445276f7ca9724816f07cf8c0a	889e3414712cb7f1d68781c2b35b041b76f40e2420b9a4f03637302a
3206	a29662a4f922a60411ca84c145bf83b76ec59210be23d995e30934d2	a4b709af5eb19e6494158f9e3a67696411d8a7cd7e0b5d7fa7d60a93	c0ce54b6e4c805bfb735491cfcffe9d846683fe764e9743cb2505283	996c257fae2a8e33724afdbb6b95efc94082f44cc928ce2ea8e6ebbf
8064	3aac67cd73162d439f9947d61357a1b62432f0ca84b7f435f4177a8c	b23c8d629d037531707dbb83e27932d879cb9f2a57c960be95d2d8e1	c0ce54b6e4c805bfb735491cfcffe9d846683fe764e9743cb2505283	85a5944aade1b9ffd5af4579a9d159712187e1b9c909df5b05d0deb9
3464	3aac67cd73162d439f9947d61357a1b62432f0ca84b7f435f4177a8c	a4b709af5eb19e6494158f9e3a67696411d8a7cd7e0b5d7fa7d60a93	c0ce54b6e4c805bfb735491cfcffe9d846683fe764e9743cb2505283	d455fa773b4f6c8ccd52b5950effd36a1618ba7c20e6b20f57422e67
1271	271f93f45e9b4067327ed5c8cd30a034730aaace4382803c3e1d6c2f	a4b709af5eb19e6494158f9e3a67696411d8a7cd7e0b5d7fa7d60a93	c0ce54b6e4c805bfb735491cfcffe9d846683fe764e9743cb2505283	3a6b9f74499a5875dd05c8900eca5bac67f5a012e6f07eb1e2461d02
498	6d81d201ee3527b82cf59f3bface88fd2ddbffd3d58fcda4d4b5c4ec	a4b709af5eb19e6494158f9e3a67696411d8a7cd7e0b5d7fa7d60a93	d0b8d1d417a45c7c58202f55cbb617865f1ef72c606f9bce54322802	8f6dab1fbb200111991ee56ffc416644a279e500fd1d1eed32ccf0ea
3024	271f93f45e9b4067327ed5c8cd30a034730aaace4382803c3e1d6c2f	b23c8d629d037531707dbb83e27932d879cb9f2a57c960be95d2d8e1	c0ce54b6e4c805bfb735491cfcffe9d846683fe764e9743cb2505283	9df4e1a31dc410547fb12db7c5ffcb0f7142c626368dc4092d636fe2
4204	525ab75c928c6fac98a0f62e4da5316b7247ccd704c967ef9142925c	6834100708ea13d5f4d662c26e1e3a2786201f9f9da7bee705644358	68c03829c28a08159e587ba32f165c445276f7ca9724816f07cf8c0a	55dd56ceb5ba3625e8b46ace429828291753422ade5bfd9069de2f40
7524	a29662a4f922a60411ca84c145bf83b76ec59210be23d995e30934d2	b23c8d629d037531707dbb83e27932d879cb9f2a57c960be95d2d8e1	c0ce54b6e4c805bfb735491cfcffe9d846683fe764e9743cb2505283	fd20475cd38341f9343652c36f979fae7e0da2c06fd6bf7508be112a
646	87592c38e2b36a1d35437714ecedee4d6fad7a1a0b1bf5d7a2ab68ef	a4b709af5eb19e6494158f9e3a67696411d8a7cd7e0b5d7fa7d60a93	6e664d43f7edc73d5a792c57111ce51fad5e79862f862029f559a697	4a45df3b76fcc6d6d568c6934067b1cabefd8ebfa206b7d618673592
6672	525ab75c928c6fac98a0f62e4da5316b7247ccd704c967ef9142925c	b23c8d629d037531707dbb83e27932d879cb9f2a57c960be95d2d8e1	68c03829c28a08159e587ba32f165c445276f7ca9724816f07cf8c0a	a71ac38df0280e7e776d30989f7b53463f7fca2d58827c8d57d3513b
3883	3aac67cd73162d439f9947d61357a1b62432f0ca84b7f435f4177a8c	b23c8d629d037531707dbb83e27932d879cb9f2a57c960be95d2d8e1	68c03829c28a08159e587ba32f165c445276f7ca9724816f07cf8c0a	5331436b25ae298d634831e023b4fcb66293980a9c647b6a3c83bf45
8570	86730f0dd6381286d3b5f0dfb897ce4895480ce97564c6be4f1543b8	6834100708ea13d5f4d662c26e1e3a2786201f9f9da7bee705644358	68c03829c28a08159e587ba32f165c445276f7ca9724816f07cf8c0a	799cc02b3496b2ec12c41f0dcbbec25866068b7174b2e06105565d41
4189	e356f7a3e975871b64a30ec2390d130d5ff859054935857598fe3414	6834100708ea13d5f4d662c26e1e3a2786201f9f9da7bee705644358	68c03829c28a08159e587ba32f165c445276f7ca9724816f07cf8c0a	1e7ff0216fcfca68eb8fa018ea0e19b552e9f5b3780c54a44bfd2641
2895	271f93f45e9b4067327ed5c8cd30a034730aaace4382803c3e1d6c2f	a4b709af5eb19e6494158f9e3a67696411d8a7cd7e0b5d7fa7d60a93	c0ce54b6e4c805bfb735491cfcffe9d846683fe764e9743cb2505283	d455fa773b4f6c8ccd52b5950effd36a1618ba7c20e6b20f57422e67
3540	3aac67cd73162d439f9947d61357a1b62432f0ca84b7f435f4177a8c	a4b709af5eb19e6494158f9e3a67696411d8a7cd7e0b5d7fa7d60a93	6e664d43f7edc73d5a792c57111ce51fad5e79862f862029f559a697	20efbbd20ac4b323fb776b8a17ec0a47c1301c009eae4ae4851aa282
1013	31e37d936439ee86e5496116c51ebf72018be157ed61a638dd510046	b23c8d629d037531707dbb83e27932d879cb9f2a57c960be95d2d8e1	68c03829c28a08159e587ba32f165c445276f7ca9724816f07cf8c0a	097e911c02061babe52c44a886e2b96a48a59c092965139cfac63b59
5795	751267062c92e398c3942214b58136f73a4b9e1ca9a214d72d6d5805	a4b709af5eb19e6494158f9e3a67696411d8a7cd7e0b5d7fa7d60a93	c0ce54b6e4c805bfb735491cfcffe9d846683fe764e9743cb2505283	9768bb38976206de40c906fbe2a0dfa79388c135fb07cce8fd6861f8
2036	bd1a1bdf6eae5ee14c3fee371cca975a5e052009bc67ce8f11cb7271	a4b709af5eb19e6494158f9e3a67696411d8a7cd7e0b5d7fa7d60a93	68c03829c28a08159e587ba32f165c445276f7ca9724816f07cf8c0a	7fc503273f60e6a678cb6cdaed8dec0c286ad8a8da4529254c417e3e
6631	58b2aaa0bfae7acc021b3260e941117b529b2e69de878fd7d45c61a9	b23c8d629d037531707dbb83e27932d879cb9f2a57c960be95d2d8e1	68c03829c28a08159e587ba32f165c445276f7ca9724816f07cf8c0a	1bd891bd631e95c2989c3d39fd5c640656aceda055c861edd28c2142
9215	a29662a4f922a60411ca84c145bf83b76ec59210be23d995e30934d2	a4b709af5eb19e6494158f9e3a67696411d8a7cd7e0b5d7fa7d60a93	d0b8d1d417a45c7c58202f55cbb617865f1ef72c606f9bce54322802	7d85b2b377c84a628d1e1d9a21e140c34e193360263bdd6bddef15c7
4277	58b2aaa0bfae7acc021b3260e941117b529b2e69de878fd7d45c61a9	b23c8d629d037531707dbb83e27932d879cb9f2a57c960be95d2d8e1	68c03829c28a08159e587ba32f165c445276f7ca9724816f07cf8c0a	9a7b964f1641248ee84564c77d61b52184c3e7e9876e5a3cae06eac5
8565	86730f0dd6381286d3b5f0dfb897ce4895480ce97564c6be4f1543b8	a4b709af5eb19e6494158f9e3a67696411d8a7cd7e0b5d7fa7d60a93	d0b8d1d417a45c7c58202f55cbb617865f1ef72c606f9bce54322802	a7bb200842b169297f58b9c8cd2681a605907bd995f549a2f5946aa5
8250	161a68601ec1d8ca45250557cff3ffb98eca53fbcf86bbdb8e8bb6e7	a4b709af5eb19e6494158f9e3a67696411d8a7cd7e0b5d7fa7d60a93	c0ce54b6e4c805bfb735491cfcffe9d846683fe764e9743cb2505283	07083b35390059be46d182580ec6926efcf29de8396e7af293362ef6
6612	86730f0dd6381286d3b5f0dfb897ce4895480ce97564c6be4f1543b8	a4b709af5eb19e6494158f9e3a67696411d8a7cd7e0b5d7fa7d60a93	6e664d43f7edc73d5a792c57111ce51fad5e79862f862029f559a697	7ae08c20bdfc9844ac4dd0f98f7f8c0b387869e16da5649746d480b4
46	271f93f45e9b4067327ed5c8cd30a034730aaace4382803c3e1d6c2f	a4b709af5eb19e6494158f9e3a67696411d8a7cd7e0b5d7fa7d60a93	c0ce54b6e4c805bfb735491cfcffe9d846683fe764e9743cb2505283	1b329ef251c9a9fe2f60043bcf38cdb28f9d63462d5876c80f095668
8364	86730f0dd6381286d3b5f0dfb897ce4895480ce97564c6be4f1543b8	a4b709af5eb19e6494158f9e3a67696411d8a7cd7e0b5d7fa7d60a93	6e664d43f7edc73d5a792c57111ce51fad5e79862f862029f559a697	ddd8a8bdfa25ceb5446002321bae7ae6b1ed8cdc30c84cee00c98bbe
8378	31da1a042dc910775ed8b487afbdafd929a7afdeaadc660cb963bd26	b23c8d629d037531707dbb83e27932d879cb9f2a57c960be95d2d8e1	68c03829c28a08159e587ba32f165c445276f7ca9724816f07cf8c0a	8df67d3df80160d4b631c30492405c34681bdcc439783a208cb7ea3f
5255	271f93f45e9b4067327ed5c8cd30a034730aaace4382803c3e1d6c2f	a4b709af5eb19e6494158f9e3a67696411d8a7cd7e0b5d7fa7d60a93	6e664d43f7edc73d5a792c57111ce51fad5e79862f862029f559a697	bf91b3b0734d6b0ad06fe4542ed98d6df6d9ad03f8b0daa525501779
2252	271f93f45e9b4067327ed5c8cd30a034730aaace4382803c3e1d6c2f	a4b709af5eb19e6494158f9e3a67696411d8a7cd7e0b5d7fa7d60a93	c0ce54b6e4c805bfb735491cfcffe9d846683fe764e9743cb2505283	3a6b9f74499a5875dd05c8900eca5bac67f5a012e6f07eb1e2461d02
7207	4cfc3a1811fe40afa401b25ef7fa0379f1f7c1930a04f8755d678474	b23c8d629d037531707dbb83e27932d879cb9f2a57c960be95d2d8e1	c0ce54b6e4c805bfb735491cfcffe9d846683fe764e9743cb2505283	0982e00ace2afa6e1e81f7bf9a6c34796227053529a4167e071a3b1b
9116	3aac67cd73162d439f9947d61357a1b62432f0ca84b7f435f4177a8c	6834100708ea13d5f4d662c26e1e3a2786201f9f9da7bee705644358	c0ce54b6e4c805bfb735491cfcffe9d846683fe764e9743cb2505283	fd260dda497005354a3c69aebb5bd591a3d011e3e88d661745687e0c
1381	bd1a1bdf6eae5ee14c3fee371cca975a5e052009bc67ce8f11cb7271	a4b709af5eb19e6494158f9e3a67696411d8a7cd7e0b5d7fa7d60a93	c0ce54b6e4c805bfb735491cfcffe9d846683fe764e9743cb2505283	e76c070ed0a00074ddfc7a71408f70c52e2a65b69e0e3b284d0d88ad
485	3aac67cd73162d439f9947d61357a1b62432f0ca84b7f435f4177a8c	a4b709af5eb19e6494158f9e3a67696411d8a7cd7e0b5d7fa7d60a93	cbc10d204220454f6113af8182da7436d6291104f9878fbc37a7f29f	880e1f134ce60dbdfbfda77cb7f8938f5596deb6120c5acbd14b352f
6803	271f93f45e9b4067327ed5c8cd30a034730aaace4382803c3e1d6c2f	a4b709af5eb19e6494158f9e3a67696411d8a7cd7e0b5d7fa7d60a93	777de876de3aaf4a2eb938f9eb47e93a33cb4de0ed6c51fdedcd7f8f	2488614693e5c099ff60f6d2fb4e7f5731ade10af7914c25b005804a
3840	1c18a39e0bd33685c5684a50010cf67a80f2524417f0a2cfde03810d	a4b709af5eb19e6494158f9e3a67696411d8a7cd7e0b5d7fa7d60a93	6e664d43f7edc73d5a792c57111ce51fad5e79862f862029f559a697	a92d95cb42397d47a9afbf42c7488e75a0a26afa4d5c7526229af244
4894	3aac67cd73162d439f9947d61357a1b62432f0ca84b7f435f4177a8c	a4b709af5eb19e6494158f9e3a67696411d8a7cd7e0b5d7fa7d60a93	6722cc364817dd7f866a20b09f5040464cb847e1ee5b3429d3173f29	68bd0a5246498c5ab95e53781c27b28ec244ce8168422299a32d5d16
6888	3aac67cd73162d439f9947d61357a1b62432f0ca84b7f435f4177a8c	b23c8d629d037531707dbb83e27932d879cb9f2a57c960be95d2d8e1	6722cc364817dd7f866a20b09f5040464cb847e1ee5b3429d3173f29	d62ab4f1cebbe02c3348415075e11f0f69dd381559c80abf8a3bf49b
8114	bd1a1bdf6eae5ee14c3fee371cca975a5e052009bc67ce8f11cb7271	b23c8d629d037531707dbb83e27932d879cb9f2a57c960be95d2d8e1	68c03829c28a08159e587ba32f165c445276f7ca9724816f07cf8c0a	92d3e28d56553e0b3c4fd6c1ba51dd80f89afb35e0db7af4937879d7
8520	525ab75c928c6fac98a0f62e4da5316b7247ccd704c967ef9142925c	a4b709af5eb19e6494158f9e3a67696411d8a7cd7e0b5d7fa7d60a93	d0b8d1d417a45c7c58202f55cbb617865f1ef72c606f9bce54322802	2521f472e6b092b5e9775da6bfadbf08ccc600ae846a4d0a6b4f25ca
4633	86730f0dd6381286d3b5f0dfb897ce4895480ce97564c6be4f1543b8	b23c8d629d037531707dbb83e27932d879cb9f2a57c960be95d2d8e1	c0ce54b6e4c805bfb735491cfcffe9d846683fe764e9743cb2505283	ed3cfdcb49ca9b0998aaf98720fae1c25fd766000f9647e51e2fb42a
1076	751267062c92e398c3942214b58136f73a4b9e1ca9a214d72d6d5805	b23c8d629d037531707dbb83e27932d879cb9f2a57c960be95d2d8e1	c0ce54b6e4c805bfb735491cfcffe9d846683fe764e9743cb2505283	fd20475cd38341f9343652c36f979fae7e0da2c06fd6bf7508be112a
2755	271f93f45e9b4067327ed5c8cd30a034730aaace4382803c3e1d6c2f	a4b709af5eb19e6494158f9e3a67696411d8a7cd7e0b5d7fa7d60a93	56ffbe398b2990b80bffb84e2b755fce1e7c33d367d1c5f596d37faa	67151592711e8844d29163e3a0cb31c37b433429a77b1bbb44bec37b
3695	e356f7a3e975871b64a30ec2390d130d5ff859054935857598fe3414	a4b709af5eb19e6494158f9e3a67696411d8a7cd7e0b5d7fa7d60a93	2f92fb191fbe54d555f37968b63a1a76400ab6bf48377ffb4cd10621	505dca825c2ff54ab59f841fa9d258aa3a03abd4448c386faf0ec47b
3962	1c18a39e0bd33685c5684a50010cf67a80f2524417f0a2cfde03810d	a4b709af5eb19e6494158f9e3a67696411d8a7cd7e0b5d7fa7d60a93	6e664d43f7edc73d5a792c57111ce51fad5e79862f862029f559a697	2a7b54f32f04c88a49dda491a20201494a3d0974cae023c9e2b6afde
7937	271f93f45e9b4067327ed5c8cd30a034730aaace4382803c3e1d6c2f	b23c8d629d037531707dbb83e27932d879cb9f2a57c960be95d2d8e1	c0ce54b6e4c805bfb735491cfcffe9d846683fe764e9743cb2505283	a0c295a1aa8037a20233ae854253e17e5a07388dd30ad768bd64fae5
1848	31da1a042dc910775ed8b487afbdafd929a7afdeaadc660cb963bd26	b23c8d629d037531707dbb83e27932d879cb9f2a57c960be95d2d8e1	2981cda7edce636be4cf2062cac873cb3cbcb6a9e6f03df6deb0d05a	531f5f32b6fa8e3b660888e2be5757c78be384795430854f4c274c7f
1341	958d155f6746e8f18d32a710f206d83f272919fdba3df5c5ad4bc4fd	6834100708ea13d5f4d662c26e1e3a2786201f9f9da7bee705644358	68c03829c28a08159e587ba32f165c445276f7ca9724816f07cf8c0a	59260c9913c59e6a613a526cf3b4d9467705e7431e20d7b03ae8cee8
1303	58b2aaa0bfae7acc021b3260e941117b529b2e69de878fd7d45c61a9	1201b48f642f405715d25e70cd1016472c6013736153431cd66b3458	1201b48f642f405715d25e70cd1016472c6013736153431cd66b3458	1201b48f642f405715d25e70cd1016472c6013736153431cd66b3458
1641	58b2aaa0bfae7acc021b3260e941117b529b2e69de878fd7d45c61a9	a4b709af5eb19e6494158f9e3a67696411d8a7cd7e0b5d7fa7d60a93	3e0d91a1c93eb5668f00169608a7211c33e1715a3d3d692de7f6d1f1	87fde507ac9c015aa48a00cbf8d5678817ed4571c33a163d0cfecf6c
1837	a29662a4f922a60411ca84c145bf83b76ec59210be23d995e30934d2	a4b709af5eb19e6494158f9e3a67696411d8a7cd7e0b5d7fa7d60a93	777de876de3aaf4a2eb938f9eb47e93a33cb4de0ed6c51fdedcd7f8f	96b4633b300df4e186931f82ccda5efda0a84b6516c1f100ef73fd2d
6522	271f93f45e9b4067327ed5c8cd30a034730aaace4382803c3e1d6c2f	b23c8d629d037531707dbb83e27932d879cb9f2a57c960be95d2d8e1	c0ce54b6e4c805bfb735491cfcffe9d846683fe764e9743cb2505283	989b5863c92cb2ebbe180e3764fae8e3983e2e05cad0195fb82070fd
3779	192f56eb9bd894a72b30c303247b107be2c4591f310dd69a67927f48	b23c8d629d037531707dbb83e27932d879cb9f2a57c960be95d2d8e1	6722cc364817dd7f866a20b09f5040464cb847e1ee5b3429d3173f29	d414aad4d6943f9bcb9086b635a800edbcc07a5ec3e7013ab42cfd3e
5137	271f93f45e9b4067327ed5c8cd30a034730aaace4382803c3e1d6c2f	b23c8d629d037531707dbb83e27932d879cb9f2a57c960be95d2d8e1	c0ce54b6e4c805bfb735491cfcffe9d846683fe764e9743cb2505283	b13eb71e6925c5a03b943bef062eb3e6564160d8090717066d3f1175
2346	86730f0dd6381286d3b5f0dfb897ce4895480ce97564c6be4f1543b8	b23c8d629d037531707dbb83e27932d879cb9f2a57c960be95d2d8e1	68c03829c28a08159e587ba32f165c445276f7ca9724816f07cf8c0a	e7dfe99c196241de4153b6a4d1d5c6d6a3c144758dc7dcb3418483f3
4750	3aac67cd73162d439f9947d61357a1b62432f0ca84b7f435f4177a8c	a4b709af5eb19e6494158f9e3a67696411d8a7cd7e0b5d7fa7d60a93	c0ce54b6e4c805bfb735491cfcffe9d846683fe764e9743cb2505283	c2bd37b4b22c56d5916c8a2eed656a68bed94911eba113059beaeeb2
2144	4cfc3a1811fe40afa401b25ef7fa0379f1f7c1930a04f8755d678474	a4b709af5eb19e6494158f9e3a67696411d8a7cd7e0b5d7fa7d60a93	3e0d91a1c93eb5668f00169608a7211c33e1715a3d3d692de7f6d1f1	5a68ef675204a0d0d242cd93569cc8c5408d291f0bfebb6566a539f4
7281	3aac67cd73162d439f9947d61357a1b62432f0ca84b7f435f4177a8c	a4b709af5eb19e6494158f9e3a67696411d8a7cd7e0b5d7fa7d60a93	d0b8d1d417a45c7c58202f55cbb617865f1ef72c606f9bce54322802	8f6dab1fbb200111991ee56ffc416644a279e500fd1d1eed32ccf0ea
6487	31da1a042dc910775ed8b487afbdafd929a7afdeaadc660cb963bd26	b23c8d629d037531707dbb83e27932d879cb9f2a57c960be95d2d8e1	68c03829c28a08159e587ba32f165c445276f7ca9724816f07cf8c0a	66428eb5affcb33c77dde2c361c13bb5c12b0af93cd3edcc1aec1361
6410	1c18a39e0bd33685c5684a50010cf67a80f2524417f0a2cfde03810d	1201b48f642f405715d25e70cd1016472c6013736153431cd66b3458	1201b48f642f405715d25e70cd1016472c6013736153431cd66b3458	1201b48f642f405715d25e70cd1016472c6013736153431cd66b3458
7667	271f93f45e9b4067327ed5c8cd30a034730aaace4382803c3e1d6c2f	a4b709af5eb19e6494158f9e3a67696411d8a7cd7e0b5d7fa7d60a93	6e664d43f7edc73d5a792c57111ce51fad5e79862f862029f559a697	9fb5f50e2210aef4b89b4e3c5ab5a3956e0c5ba9b68159459e366888
7035	6d81d201ee3527b82cf59f3bface88fd2ddbffd3d58fcda4d4b5c4ec	b23c8d629d037531707dbb83e27932d879cb9f2a57c960be95d2d8e1	68c03829c28a08159e587ba32f165c445276f7ca9724816f07cf8c0a	a71ac38df0280e7e776d30989f7b53463f7fca2d58827c8d57d3513b
13	a29662a4f922a60411ca84c145bf83b76ec59210be23d995e30934d2	a4b709af5eb19e6494158f9e3a67696411d8a7cd7e0b5d7fa7d60a93	0c81cd19d4c283032322c97a1f78444c576f2691de78a62e97c88f46	f6e73745d85529e76ede76df7ea5ef5c96cb27df95b2db582efa0fef
493	3aac67cd73162d439f9947d61357a1b62432f0ca84b7f435f4177a8c	b23c8d629d037531707dbb83e27932d879cb9f2a57c960be95d2d8e1	68c03829c28a08159e587ba32f165c445276f7ca9724816f07cf8c0a	1dc161f26f37ac639bf14c645a4b9c24f0da5f96a836437e2a79cdbd
